Date,Positive,Negative,Neutral,sentimental_score
2023-11-01,0.17440758645534515,0.6886743903160095,0.13691800832748413,-0.4458077996969223
2023-10-01,0.2410549521446228,0.5258161425590515,0.2331288754940033,-0.16819675266742706
2023-09-01,0.22417733073234558,0.5739748477935791,0.20184774696826935,-0.24887364357709885
2023-08-01,0.14437571167945862,0.7578187584877014,0.09780548512935638,-0.5645403042435646
2023-07-01,0.2989523410797119,0.5698596239089966,0.13118797540664673,-0.2053132951259613
2023-06-01,0.0850231796503067,0.7272006869316101,0.187776118516922,-0.5482894480228424
2023-05-01,0.24202744662761688,0.627648651599884,0.1303238570690155,-0.3204592764377594
2023-04-01,0.2892533540725708,0.5934039950370789,0.11734270304441452,-0.2454792894423008
2023-03-01,0.26273491978645325,0.6277648210525513,0.10950019955635071,-0.31027980148792267
2023-02-01,0.18611375987529755,0.6358358263969421,0.17805036902427673,-0.3606968820095062
2023-01-01,0.0999777615070343,0.5872001647949219,0.3128220736980438,-0.33081136643886566
2022-12-01,0.20355390012264252,0.5898633599281311,0.20658273994922638,-0.2830180898308754
2022-11-01,0.23441030085086823,0.5453492403030396,0.22024044394493103,-0.2008187174797058
2022-10-01,0.2008039355278015,0.672526478767395,0.12666961550712585,-0.4083877354860306
2022-09-01,0.19904153048992157,0.6378582119941711,0.1631002277135849,-0.3572665676474571
2022-08-01,0.20380938053131104,0.6455493569374084,0.15064118802547455,-0.36641938239336014
2022-07-01,0.2831561863422394,0.52778559923172,0.18905824422836304,-0.15010029077529907
2022-06-01,0.27029943466186523,0.567947268486023,0.16175326704978943,-0.216771200299263
2022-05-01,0.15439097583293915,0.7585157752037048,0.08709321916103363,-0.5605781897902489
2022-04-01,0.11744986474514008,0.7736102938652039,0.10893987119197845,-0.6016904935240746
2022-03-01,0.24980735778808594,0.5571838021278381,0.1930088847875595,-0.21087200194597244
2022-02-01,0.14310869574546814,0.7251155972480774,0.13177569210529327,-0.5161190554499626
2022-01-01,0.18403226137161255,0.684803307056427,0.13116447627544403,-0.43518880754709244
2021-12-01,0.15611623227596283,0.7534517049789429,0.09043209999799728,-0.5521194227039814
2021-11-01,0.20774458348751068,0.6651998162269592,0.12705563008785248,-0.3939274176955223
2021-10-01,0.17637987434864044,0.7056745290756226,0.117945596575737,-0.4703218564391136
2021-09-01,0.21550104022026062,0.6460393071174622,0.13845965266227722,-0.3613084405660629
2021-08-01,0.12478884309530258,0.6602590084075928,0.21495217084884644,-0.427994079887867
2021-07-01,0.15780006349086761,0.689559817314148,0.15264007449150085,-0.4554397165775299
2021-06-01,0.14535461366176605,0.748377799987793,0.10626760125160217,-0.5498893857002258
2021-05-01,0.11846216768026352,0.7957484126091003,0.08578943461179733,-0.6343915276229382
2021-04-01,0.20862536132335663,0.5939568281173706,0.1974177211523056,-0.2866226062178612
2021-03-01,0.08921051025390625,0.7178301811218262,0.19295929372310638,-0.5321400240063667
2021-02-01,0.20218129456043243,0.6062018275260925,0.19161686301231384,-0.3082121014595032
2021-01-01,0.3057625889778137,0.6921759843826294,0.002061396837234497,-0.3853826969861984
2020-12-01,0.11905521154403687,0.7372679710388184,0.1436767876148224,-0.5463743656873703
2020-11-01,0.17887133359909058,0.752937912940979,0.06819072365760803,-0.5399712175130844
2020-10-01,0.1751563400030136,0.7488064765930176,0.0760372132062912,-0.5356315299868584
2020-09-01,0.13179029524326324,0.8198639154434204,0.04834577441215515,-0.6639007329940796
2020-08-01,0.2818962335586548,0.6248139142990112,0.09328994154930115,-0.29627270996570587
2020-07-01,0.12042050808668137,0.7538814544677734,0.1256980448961258,-0.5706119239330292
2020-06-01,0.16872619092464447,0.710328996181488,0.12094475328922272,-0.4811304286122322
2020-05-01,0.24929632246494293,0.496662974357605,0.25404074788093567,-0.12034627795219421
2020-04-01,0.13404394686222076,0.687118411064148,0.1788376271724701,-0.46365565061569214
2020-03-01,0.15535637736320496,0.6839401721954346,0.16070346534252167,-0.4482320621609688
2020-02-01,0.07360559701919556,0.6284080743789673,0.29798635840415955,-0.40580929815769196
2020-01-01,0.14890260994434357,0.675774335861206,0.17532303929328918,-0.4392102062702179
2019-12-01,0.15291018784046173,0.6918293833732605,0.15526042878627777,-0.4612889811396599
2019-11-01,0.15596382319927216,0.6138308644294739,0.23020529747009277,-0.34276439249515533
2019-10-01,0.22994759678840637,0.6190008521080017,0.15105153620243073,-0.31352748721838
2019-09-01,0.2141234278678894,0.6065834164619446,0.17929311096668243,-0.30281343311071396
2019-08-01,0.2156224101781845,0.6774173974990845,0.10696008801460266,-0.40831494331359863
2019-07-01,0.06406041234731674,0.7901150584220886,0.14582456648349762,-0.6531423628330231
2019-06-01,0.13555684685707092,0.7344140410423279,0.1300291121006012,-0.5338426381349564
2019-05-01,0.2660433053970337,0.5719765424728394,0.16198012232780457,-0.22494317591190338
2019-04-01,0.13855820894241333,0.7559214234352112,0.10552029311656952,-0.5646030679345131
2019-03-01,0.16723044216632843,0.632295548915863,0.20047400891780853,-0.36482810229063034
2019-02-01,0.13749149441719055,0.6268138289451599,0.23569470643997192,-0.3714749813079834
2019-01-01,0.10243644565343857,0.7011688351631165,0.19639471173286438,-0.5005350336432457
2018-12-01,0.23436737060546875,0.6332573890686035,0.13237521052360535,-0.3327024132013321
