Date,Positive,Negative,Neutral,sentimental_score
2023-11-01,0.15965083241462708,0.6469137668609619,0.19343537092208862,-0.3905452489852905
2023-10-01,0.16051450371742249,0.6358809471130371,0.20360445976257324,-0.373564213514328
2023-09-01,0.15196307003498077,0.6561678647994995,0.1918691247701645,-0.4082702323794365
2023-08-01,0.12271661311388016,0.7111427187919617,0.16614066064357758,-0.5053557753562927
2023-07-01,0.10371067374944687,0.7459903359413147,0.15029892325401306,-0.5671302005648613
2023-06-01,0.09456242620944977,0.7344628572463989,0.17097464203834534,-0.5544131100177765
2023-05-01,0.13874688744544983,0.7248052954673767,0.13644783198833466,-0.5178344920277596
2023-04-01,0.13014234602451324,0.714174211025238,0.15568344295024872,-0.5061901435256004
2023-03-01,0.1315474957227707,0.7341191172599792,0.13433332741260529,-0.5354049578309059
2023-02-01,0.08328327536582947,0.7752852439880371,0.14143148064613342,-0.6212862282991409
2023-01-01,0.11326541751623154,0.7431929111480713,0.14354170858860016,-0.5581566393375397
2022-12-01,0.1223478764295578,0.7274672389030457,0.15018488466739655,-0.5300269201397896
2022-11-01,0.12291992455720901,0.7331551909446716,0.14392495155334473,-0.5382727906107903
2022-10-01,0.13387086987495422,0.7116094827651978,0.15451964735984802,-0.5004787892103195
2022-09-01,0.12011200934648514,0.7195610404014587,0.16032691299915314,-0.519285574555397
2022-08-01,0.1193116307258606,0.7185040712356567,0.16218426823616028,-0.518100306391716
2022-07-01,0.14045080542564392,0.6895660758018494,0.16998307406902313,-0.4641237333416939
2022-06-01,0.11969907581806183,0.738482654094696,0.1418183594942093,-0.5478743985295296
2022-05-01,0.10928402096033096,0.7131733894348145,0.177542582154274,-0.5151180773973465
2022-04-01,0.11474723368883133,0.7319231033325195,0.15332961082458496,-0.5405110642313957
2022-03-01,0.12458381056785583,0.761502206325531,0.11391395330429077,-0.5799614191055298
2022-02-01,0.09066411852836609,0.7713792324066162,0.13795660436153412,-0.6117368116974831
2022-01-01,0.0936526283621788,0.7249710559844971,0.1813763529062271,-0.5406302511692047
2021-12-01,0.0751941055059433,0.757125198841095,0.1676807850599289,-0.5980907008051872
2021-11-01,0.07877771556377411,0.7771190404891968,0.14410322904586792,-0.6262897104024887
