Date,Negative,Neutral,sentimental_score
2013-07-31,0.8705456498234222,0.12778622540815832,-0.8049844020081119
2013-08-31,0.9925556225436074,0.005603466417548069,-0.9879129721006288
2013-09-30,0.9428415656089782,0.05061520030292286,-0.9109907560596191
2013-10-31,0.8803588361188304,0.1098262833112642,-0.8156308059808168
2013-11-30,0.9945803926541255,0.004199785884789155,-0.9912606667171159
2013-12-31,0.9657928744951884,0.03391692344600112,-0.9485442156690321
2014-01-31,0.9067233590176329,0.09037366709501764,-0.8586335537128207
2014-02-28,0.962575457312844,0.036559224565146244,-0.9434304993551037
2014-03-31,0.9284945165409761,0.0707263920437727,-0.8923522257999854
2014-04-30,0.9192853206679081,0.07746299656769487,-0.8773021350048921
2014-05-31,0.9915788729985555,0.0004568298429452019,-0.9833861855788446
2014-06-30,0.9644155859947204,0.033886847882232965,-0.9457745848564514
2014-07-31,0.8908662071251976,0.07219969892284439,-0.8178322663723847
2014-08-31,0.9968489474720426,0.0003724847298971983,-0.9938841083227901
2014-09-30,0.968236966566606,0.030363087242387173,-0.9516554791355454
2014-10-31,0.9576610207557679,0.040709117165276136,-0.9356766181815829
2014-11-30,0.9988478834812458,0.0009352860930194906,-0.998163406586717
2014-12-31,0.9729575727667127,0.025518542343499057,-0.9586744307013565
2015-01-31,0.7998769716530205,0.20001196366297053,-0.69975991095165
2015-02-28,0.9859625746806463,0.013749730921084335,-0.9788000095631672
2015-03-31,0.8718592955006493,0.125960886434162,-0.8066990527269
2015-04-30,0.951036607225736,0.04857840868474028,-0.9263624271126704
2015-05-31,0.9824717478318648,0.00687706458843319,-0.9683820367987824
2015-06-30,0.9503432750701905,0.048493656143178514,-0.9249333819418496
2015-07-31,0.8605462887526265,0.1383006882201716,-0.7902429402504105
2015-08-31,0.9978010112589056,0.0010440693412347587,-0.9961240307023099
2015-09-30,0.943969959562475,0.05516701672295002,-0.9155234497580564
2015-10-31,0.8590596919371323,0.04944393829461288,-0.7428413700403382
2015-11-30,0.9774033725261688,0.001031316074810699,-0.9553224174776839
2015-12-31,0.948655013527189,0.051053064365995784,-0.9228365557041472
2016-01-31,0.9680978655815125,0.03109549544723854,-0.9517435223239611
2016-02-29,0.8681828147835202,0.0574756714332428,-0.765103477663653
2016-03-31,0.9296567279558915,0.07000537297538428,-0.894316131011351
2016-04-30,0.8330446535253996,0.16625479928678288,-0.749216698034378
2016-05-31,0.9376604213164403,0.06122153348714549,-0.9059316133924037
2016-06-30,0.9160888578210559,0.04713530524156795,-0.8557454000436776
2016-07-31,0.8783910293132067,0.0447265459869944,-0.7791453288750555
2016-08-31,0.9045142449366932,0.017705740460657947,-0.8178813541184871
2016-09-30,0.9595616393619113,0.0398881621759857,-0.9390673478761123
2016-10-31,0.9902831486293248,0.009486003287161029,-0.985309302862638
2016-11-30,0.8986501887440681,0.08212316206602281,-0.8383619553162361
2016-12-31,0.9594474196434021,0.03438253812679856,-0.9360861260138791
2017-01-31,0.8875377542442746,0.05680289590721562,-0.8034769626960446
2017-02-28,0.9330811351537704,0.06620374114856986,-0.8992641248395898
2017-03-31,0.9860081076622009,0.0028407138335211357,-0.9734365740591618
2017-04-30,0.9398385524749756,0.021265745665678536,-0.8903099626987327
2017-05-31,0.8255182736449771,0.08612961112834544,-0.6941013468160959
2017-06-30,0.8678194778040051,0.1266305147997476,-0.7989542119996903
2017-07-31,0.9405822916464373,0.009760846266276118,-0.8860450170456343
2017-08-31,0.8736185975945913,0.08222636919009793,-0.7883503851335536
2017-09-30,0.8963187858462334,0.02321487592568398,-0.8042450141220646
2017-10-31,0.9788838972647985,0.008170729979260235,-0.9618531524696957
2017-11-30,0.9352381314550128,0.04832953639032261,-0.8946410384756912
2017-12-31,0.9324480524429908,0.05785639632446104,-0.8938242975254542
2018-01-31,0.9794501387155973,0.012034615667910377,-0.9649175811452088
2018-02-28,0.8436729358509183,0.08141496507261081,-0.728053340041555
2018-03-31,0.8314257318323309,0.1431665005399571,-0.7344346798931114
2018-04-30,0.9879035353660583,0.0020447520190910754,-0.9768294641958577
2018-05-31,0.8490830481584583,0.11396963038602134,-0.7551509031361974
2018-06-30,0.9649298741267278,0.03062652138741074,-0.9451730183818435
2018-07-31,0.9831342426213351,0.00354176093727884,-0.9680393773824004
2018-08-31,0.8759043345701436,0.09369592125866885,-0.7986566274085631
2018-09-30,0.9491536508906971,0.04578369233421013,-0.9211991758691922
2018-10-31,0.9195311951140562,0.07270626375293432,-0.875415535523004
2018-11-30,0.8547660458600148,0.13893208348288227,-0.7789981296986639
2018-12-31,0.8747123181819916,0.12380520459964828,-0.8113272150853845
2019-01-31,0.8565085320434753,0.1409608155802114,-0.7834974728705504
2019-02-28,0.9096565966804823,0.0019111540189650593,-0.8202687625546426
2019-03-31,0.9099784763280435,0.08842390539070623,-0.8641689087536163
2019-04-30,0.8831425959413702,0.0028754460321971983,-0.7677228990512013
2019-05-31,0.8527906017511019,0.11604048115305383,-0.7636014222043676
2019-06-30,0.7760631084442139,0.21494711748091505,-0.6595997747388083
2019-07-31,0.9039908398602469,0.09342059261177837,-0.8546920176625434
2019-08-31,0.885428650038583,0.11155434051808097,-0.826634472322961
2019-09-30,0.9010158909691705,0.05716324985870516,-0.8306134016975951
2019-10-31,0.9364424332743511,0.06306487848457465,-0.9044172920312654
2019-11-30,0.998434528708458,0.0006727934987509343,-0.9972054335485439
2019-12-31,0.8981848992407322,0.10034524931467104,-0.8465424013165167
2020-01-31,0.7965611560004098,0.2027255427179203,-0.6944850683807857
2020-02-29,0.8564435933874718,0.14290268108680948,-0.7843385546987918
2020-03-31,0.7974924175586138,0.20201503458186684,-0.6959923490674669
2020-04-30,0.9036717901627223,0.00580269912525182,-0.8102449415944193
2020-05-31,0.996003637711207,0.00045727522349163036,-0.9922359231334544
2020-06-30,0.9346270640691121,0.03649907418313584,-0.8875036576480814
2020-07-31,0.9811892075972124,0.010630931376299073,-0.9676938790447284
2020-08-31,0.9874696234862009,0.01124812435702438,-0.9805632931299092
2020-09-30,0.9760905603567759,0.023085048837079587,-0.9637236491248965
2020-10-31,0.9540477246046066,0.04070547004781133,-0.9284481904819444
2020-11-30,0.9976963268385993,0.00038506883850509947,-0.9955851734358766
2020-12-31,0.9263814171510083,0.07253526593088314,-0.8890304476672932
2021-01-31,0.9987489316198561,0.00010406485306349269,-0.9975498959067105
2021-02-28,0.976514482498169,0.02034145671416354,-0.9631996842119236
2021-03-31,0.9698086619377136,0.009040881746947586,-0.9441377525899118
2021-04-30,0.9566644877195358,0.03262839604604295,-0.929643179125744
2021-05-31,0.8753331579267979,0.12448841678654503,-0.8129105110493213
2021-06-30,0.882762562619367,0.11685280684018078,-0.8239515320505527
2021-07-31,0.8850697974363962,0.11244387726054583,-0.826361529769135
2021-08-31,0.9864320556322733,0.0008538874066377704,-0.9732910640188853
2021-09-30,0.9427299737930298,0.037730114648365995,-0.9043249907137578
2021-10-31,0.9876858393351237,0.010852630223022667,-0.980798007971575
2021-11-30,0.8762956690974534,0.12017749155796195,-0.8126800583270068
2021-12-31,0.8519127345643938,0.1400999238867371,-0.7738754258821245
2022-01-31,0.963509996732076,0.035936161596857294,-0.9449880865581091
2022-02-28,0.9137810105457902,0.08254045430854262,-0.8688322639529508
2022-03-31,0.9388445243239403,0.06082056183447193,-0.9080993379976494
2022-04-30,0.9976151500429425,0.0018353391113399603,-0.9961479731581449
2022-05-31,0.9836480888453397,0.015601566075857094,-0.9750969664152571
2022-06-30,0.9545036662708629,0.035083353153657466,-0.9265490006591377
2022-07-31,0.9983555004000664,0.0005798983437017569,-0.9970009583437971
2022-08-31,0.9473061220986503,0.00025790674247413596,-0.8947412108785622
2022-09-30,0.8278133760570199,0.16765942952470142,-0.739456469877166
2022-10-31,0.9983948543667793,0.001458548706242624,-0.9975189678094996
2022-11-30,0.9983223932129996,0.0002674399506190639,-0.9967784945860204
2022-12-31,0.9568227860662673,0.02503096543356757,-0.9261610914485219
2023-01-31,0.8896046495065093,0.00020718984645403302,-0.7793129050679808
2023-02-28,0.997105598449707,0.0023463610495532018,-0.9953843840828855
2023-03-31,0.7586079233636459,0.13029106970093884,-0.582361384572222
2023-04-30,0.9973111237798419,0.00182522252577298,-0.9955348812764961
2023-05-31,0.9970996752381325,0.0016733790516241243,-0.9950360298705032
2023-06-30,0.9902817904949188,0.007504191351623983,-0.9843156671070972
2023-07-31,0.8118411935865879,0.0010758536142191134,-0.6242203128630053
2023-08-31,0.9042293280363083,0.05432870149132896,-0.8356230032798955
2023-09-30,0.9880807399749756,0.01159682134330069,-0.9819599102451775
2023-10-31,0.9980016708374023,0.0006556324355351251,-0.9963311798642994
2023-11-30,0.9792474905649821,0.02052983210160164,-0.9687599093643939
